,Race,Alcohol,Junky,Supervised Release,Married,Felony,WorkRelease,Crime against Property,Crime against Person,Gender,Priors,YearsSchool,PrisonViolations,Age,MonthsServed,Target
4916,0,0,1,1,0,1,0,0,0,1,2,1,2,1,0,1
3642,0,0,0,0,1,1,0,0,0,1,0,2,2,3,0,0
3726,1,0,0,1,1,0,0,0,0,1,2,1,2,2,0,0
4961,0,1,0,1,1,0,1,0,0,1,2,3,2,3,0,0
1112,0,0,0,1,1,0,0,1,0,1,0,1,0,2,0,1
2513,1,0,0,1,1,0,0,0,1,1,2,2,2,3,0,0
3608,1,0,0,1,1,1,0,0,0,1,0,2,2,2,0,1
1223,1,0,0,1,1,1,1,0,1,1,2,1,2,0,3,1
4975,0,0,0,0,1,0,0,1,0,1,2,1,1,2,1,0
3023,1,0,0,0,1,0,0,1,0,1,0,3,0,1,1,1
2421,1,0,0,1,1,1,0,0,0,1,2,2,2,3,3,0
1508,0,1,0,0,1,0,0,1,0,1,2,0,2,2,0,1
1750,1,0,0,0,1,1,0,0,0,1,3,3,2,1,2,0
4955,0,0,0,1,1,0,0,1,0,1,0,2,2,1,0,1
4197,0,0,0,1,0,1,0,0,0,1,2,0,0,1,3,0
1799,0,1,1,1,1,0,0,1,0,1,2,2,0,2,1,1
338,1,1,0,0,0,0,0,1,0,1,2,1,2,3,1,0
215,0,1,0,0,1,1,1,0,0,1,0,2,0,3,1,0
3663,0,0,0,0,1,1,1,1,0,1,0,0,0,2,1,1
1341,0,0,0,1,1,0,0,0,0,1,0,2,2,1,2,1
11,1,0,0,1,0,1,1,1,0,1,0,1,0,0,3,0
3886,0,0,0,0,0,0,0,0,0,1,2,2,2,3,0,0
1520,1,0,1,0,0,1,0,1,0,1,0,2,2,3,3,0
3894,0,1,0,1,0,0,0,0,0,1,3,2,2,3,2,0
3640,0,0,0,0,1,0,1,1,0,1,0,1,2,1,0,1
329,0,0,0,1,1,0,0,0,0,0,2,2,2,1,2,0
3980,1,0,0,1,1,1,1,0,1,1,2,2,0,0,3,1
3004,1,1,0,1,1,0,1,0,1,1,1,2,2,3,0,0
2864,1,1,0,0,1,0,1,0,1,1,1,2,0,1,3,1
3115,0,0,0,1,0,0,0,0,0,1,0,1,2,1,2,0
4958,0,0,0,0,1,1,0,0,0,1,2,3,2,0,0,0
2322,0,1,0,1,0,1,0,1,0,1,2,1,2,2,0,0
2571,1,1,0,0,1,0,0,1,0,1,1,2,2,3,0,1
2913,1,0,0,1,0,0,0,1,0,1,0,0,2,0,2,1
101,1,1,0,1,0,1,1,1,0,1,2,1,0,0,1,1
3549,0,0,0,1,0,0,1,0,0,1,2,2,2,3,0,0
1458,0,0,0,1,0,0,1,0,0,1,2,1,2,2,0,1
171,0,1,1,1,0,1,1,0,1,1,0,1,0,0,3,1
107,0,0,0,1,1,1,1,0,0,1,2,1,1,0,3,1
4457,1,0,1,1,0,1,1,0,0,1,0,3,0,1,1,1
3569,1,1,0,1,0,0,1,0,0,0,2,1,2,0,3,0
5111,0,0,1,1,1,1,0,1,0,1,2,1,2,2,1,1
3874,0,0,0,1,0,0,0,1,0,1,0,3,2,1,2,1
4402,1,0,0,0,1,1,0,1,0,1,2,3,0,2,2,1
24,0,0,1,1,0,0,1,0,0,1,2,3,2,3,1,0
4071,1,0,0,1,1,1,0,1,0,1,2,3,0,2,1,0
4224,1,0,0,1,1,0,0,0,1,1,2,1,2,3,2,0
938,1,1,0,1,1,0,1,0,0,1,0,0,2,3,0,1
60,0,0,1,1,0,1,0,1,0,1,2,3,0,1,1,1
1240,0,0,0,1,1,1,0,0,0,1,2,1,2,0,1,0
4750,1,0,0,1,0,0,1,0,0,1,2,3,2,0,0,1
1040,1,1,1,1,1,0,0,0,0,1,2,3,0,1,1,0
4290,1,0,0,1,1,0,1,0,0,1,2,0,2,1,2,0
2760,0,0,0,0,1,0,0,0,0,1,2,2,2,1,1,1
2120,0,1,0,1,0,0,1,0,0,1,0,0,2,3,0,1
1524,1,0,0,1,1,1,1,0,0,1,0,2,2,0,2,1
3521,0,1,0,1,1,0,1,0,1,1,2,1,2,0,1,0
153,1,1,1,1,1,1,0,1,0,1,2,3,2,0,0,0
2248,0,1,0,1,1,0,0,1,0,1,2,1,2,2,2,0
481,0,0,0,0,1,0,0,0,1,1,2,0,2,0,0,0
4337,0,0,1,1,1,0,0,0,0,1,2,0,2,2,3,0
4412,0,1,0,1,0,0,0,0,0,1,0,1,2,1,0,0
3578,0,0,0,1,0,0,1,0,0,1,2,2,2,3,2,0
4295,1,1,1,1,1,1,0,1,0,1,2,3,1,0,3,1
3920,0,1,0,1,1,0,0,1,0,1,0,1,2,1,1,1
3562,1,0,1,1,0,1,1,0,0,1,2,3,2,1,0,0
3315,1,0,0,1,0,0,0,0,0,1,0,2,0,3,0,0
1762,1,0,0,1,1,0,1,1,0,1,2,1,0,2,0,0
3538,1,1,0,1,0,0,1,0,0,1,2,0,0,0,1,0
4920,1,1,0,1,0,1,0,0,0,1,2,2,0,2,1,1
750,0,0,0,1,1,1,0,0,1,1,2,1,1,2,3,1
3619,0,1,0,1,1,1,0,1,0,1,0,1,2,3,1,1
1785,1,0,0,0,1,1,0,0,0,1,2,3,2,0,2,0
4377,0,0,0,1,1,0,1,0,0,1,2,3,0,1,3,1
3383,1,0,0,1,0,0,0,0,0,1,0,2,0,3,0,0
4240,1,0,0,1,1,0,1,0,0,1,1,2,2,3,1,1
405,0,0,0,0,1,1,0,0,0,1,0,2,2,3,0,0
757,1,0,0,1,0,0,0,0,0,1,3,1,2,2,2,1
2711,1,0,0,1,1,0,0,1,0,1,2,0,1,2,1,0
2670,1,1,0,0,1,0,0,1,0,1,2,2,2,2,0,0
4141,0,0,1,1,1,1,1,0,0,1,2,3,2,1,1,0
97,1,0,0,1,0,0,0,1,0,1,0,0,2,0,2,1
1333,1,1,0,1,0,1,1,0,0,1,2,1,2,0,1,0
4561,0,1,0,1,1,0,0,0,1,1,2,1,2,1,0,0
2791,0,0,0,1,1,0,0,0,1,1,2,3,2,0,0,0
2854,0,0,1,1,1,0,0,1,0,0,2,0,1,2,1,1
186,1,0,0,1,0,1,0,1,0,1,2,0,0,0,3,0
1136,0,1,0,1,0,0,1,0,0,1,0,2,0,1,3,1
2723,1,0,0,0,0,1,0,0,0,1,0,2,2,3,1,1
3583,1,0,1,1,1,0,0,1,0,1,2,2,2,2,0,0
2058,1,0,0,1,1,1,1,0,1,1,2,3,2,0,3,0
1319,1,1,0,1,1,1,0,0,1,1,0,2,2,2,1,1
4302,1,1,0,0,1,0,1,0,1,1,1,2,0,3,0,1
148,1,0,0,1,0,1,0,0,1,1,2,0,0,1,1,1
28,0,0,0,0,1,1,0,1,0,0,2,3,2,0,0,0
4242,0,1,0,1,1,0,1,0,0,1,0,0,2,1,2,0
1394,1,0,0,0,0,1,1,1,0,1,2,2,2,3,0,0
3363,1,0,0,1,1,0,0,0,0,1,0,2,2,1,2,0
692,0,0,0,1,0,0,0,1,0,1,0,1,2,2,0,1
2866,1,0,0,1,1,0,1,0,0,0,2,2,2,1,2,0
3776,0,0,0,1,1,1,0,0,1,1,2,2,2,3,3,0
1386,1,0,0,1,1,0,1,1,0,1,2,3,2,0,2,0
1845,0,0,0,1,1,1,1,1,0,1,2,1,2,2,1,1
4847,1,0,0,0,1,0,0,1,0,0,2,1,0,0,2,1
129,0,1,1,1,1,1,1,1,0,1,0,1,0,0,3,1
1599,1,1,0,1,0,0,1,0,0,1,0,3,2,3,3,0
3629,1,0,0,1,1,0,1,0,0,1,2,0,2,2,1,1
4613,1,0,0,1,0,1,1,0,0,1,2,1,2,0,1,0
701,0,0,0,1,0,0,1,0,0,1,2,3,0,1,3,0
3547,0,0,0,0,1,0,0,0,0,1,2,3,0,0,0,0
3028,0,1,0,1,1,0,1,1,0,1,1,3,2,3,0,1
2969,0,0,0,0,1,0,1,0,0,0,2,1,0,3,3,0
4463,0,0,0,1,1,0,0,1,0,1,0,1,2,0,2,1
1708,0,0,0,1,1,0,1,0,1,1,2,2,2,3,2,0
2953,1,1,0,1,1,1,1,1,0,1,0,1,2,0,1,1
454,1,0,0,1,1,0,1,1,0,0,0,3,2,0,3,1
2868,0,0,0,0,1,0,0,0,0,1,1,2,1,0,1,1
2040,0,0,0,1,1,0,0,0,0,1,3,0,2,0,2,1
1772,0,0,0,0,1,0,1,1,0,1,1,2,0,3,0,0
2315,0,1,0,1,1,0,1,0,0,1,2,0,2,1,2,1
609,0,0,0,0,1,1,1,1,0,1,0,3,2,1,0,1
167,0,0,0,0,1,0,1,0,0,1,1,1,0,3,3,1
730,1,1,0,0,1,1,0,0,0,1,3,3,2,1,2,0
4354,0,1,0,1,1,0,1,1,0,1,2,1,0,2,0,0
3358,0,0,0,0,0,0,0,0,0,1,0,3,2,3,0,0
3896,0,0,0,1,1,1,1,1,0,0,0,3,0,0,3,1
2074,1,0,0,1,0,0,0,0,0,1,2,2,2,1,2,1
4052,0,1,0,1,1,0,1,0,1,1,0,3,0,1,1,0
4356,1,0,0,0,1,0,0,0,0,1,0,2,1,2,3,1
3945,0,1,1,1,1,1,1,1,0,1,0,0,1,3,3,1
3700,0,1,0,1,1,0,0,1,0,1,2,0,2,2,2,0
1622,0,0,0,1,1,0,0,0,1,1,2,0,2,0,0,0
587,0,0,0,1,1,0,0,0,0,1,0,3,0,1,1,1
1401,0,0,0,1,0,0,0,1,0,0,3,1,2,1,2,0
3045,0,0,1,1,1,1,0,1,0,1,0,2,0,1,3,1
3224,1,1,0,1,1,0,0,1,0,1,2,1,0,1,0,0
1700,0,1,0,1,1,1,0,0,0,1,0,3,2,1,0,1
3088,0,0,0,0,1,1,0,1,0,1,2,2,0,2,0,1
4497,0,0,1,0,0,0,1,0,0,1,2,3,0,1,3,0
2981,1,0,0,1,0,0,1,1,0,1,2,1,0,0,0,0
40,0,0,0,1,1,0,0,1,0,1,0,1,2,0,0,1
1379,0,0,0,1,0,1,1,1,0,0,0,3,0,1,1,0
2089,0,0,0,1,1,0,1,0,0,1,0,3,2,0,1,1
3924,1,0,0,1,0,0,1,0,0,1,0,3,2,3,3,0
2175,1,1,0,1,1,1,0,1,0,1,0,2,0,1,3,0
3217,0,1,1,1,1,1,0,1,0,1,2,1,0,2,0,1
2885,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1
74,0,1,0,1,0,0,0,0,0,1,3,3,2,1,2,1
4108,0,0,0,1,1,1,0,1,0,1,2,0,0,0,3,0
5048,0,0,1,1,1,1,0,0,0,1,2,2,2,2,2,0
2657,0,0,0,1,1,1,1,1,0,1,2,3,2,0,1,0
3180,0,1,0,1,1,0,1,0,0,1,2,3,0,2,1,1
2076,1,0,0,1,0,0,1,0,0,1,0,2,0,0,3,1
441,1,0,0,0,1,0,1,1,0,1,2,1,0,2,1,0
4177,1,0,0,1,0,0,1,0,0,1,0,1,2,3,0,0
2051,1,0,1,1,0,1,0,1,0,1,0,1,2,2,1,1
2541,1,0,0,1,1,1,0,1,0,1,2,0,1,2,1,0
3306,0,0,0,1,1,0,1,0,0,1,2,0,2,0,1,0
1301,0,1,0,1,1,1,1,1,0,1,1,2,2,3,3,1
1781,0,0,0,1,1,0,0,0,1,1,2,0,2,2,0,0
4945,0,0,0,1,1,0,1,1,0,1,0,3,2,1,1,1
3430,0,0,0,0,1,1,0,1,0,1,2,2,0,2,0,1
1304,1,0,0,0,1,0,0,0,0,1,1,1,2,3,2,0
236,1,0,0,1,1,1,0,1,0,1,2,2,0,2,3,1
4279,1,1,1,1,1,0,1,0,0,1,2,3,2,1,2,0
2599,0,0,0,1,1,0,0,1,0,1,0,2,2,0,1,0
520,1,0,0,0,1,0,0,0,0,1,2,1,2,0,0,0
2573,1,1,1,0,1,0,1,0,0,1,0,3,0,0,1,1
3280,1,0,1,1,1,0,0,0,0,1,0,3,2,1,2,0
3186,1,0,0,1,0,0,0,1,0,1,0,0,0,3,3,0
3953,1,1,1,1,0,1,1,0,0,1,0,2,2,3,0,0
2768,0,1,0,0,1,0,0,0,0,1,1,2,0,3,0,1
2106,1,1,1,1,0,0,1,0,0,1,0,1,0,0,3,0
2679,1,0,0,1,1,0,0,0,0,1,2,0,2,0,1,0
2761,1,1,0,1,0,0,0,0,1,1,2,2,2,3,0,0
1387,1,0,0,1,1,1,1,0,0,1,2,3,2,0,1,0
4810,0,0,0,1,1,1,0,0,1,1,2,1,2,0,2,1
4998,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1
1279,0,0,0,0,1,0,1,0,0,1,2,1,0,2,1,0
5018,0,1,0,1,0,0,0,0,1,1,2,3,2,0,2,0
1555,1,0,0,1,1,0,0,0,0,1,3,3,2,1,2,0
3190,0,0,0,0,1,1,0,1,0,1,3,0,2,2,2,1
4805,1,0,0,1,1,0,1,0,0,1,2,0,2,2,2,1
3594,1,0,0,1,1,0,0,1,0,1,2,2,2,2,1,0
1920,0,0,0,1,1,0,0,1,0,1,0,1,0,2,0,1
513,0,0,0,1,1,1,0,1,0,1,2,0,0,0,0,1
1308,0,0,0,0,1,1,1,1,0,1,0,3,2,1,0,1
914,1,0,1,1,0,1,1,0,1,1,0,2,0,3,3,0
3452,1,1,0,0,1,0,0,0,0,1,2,1,2,0,0,0
3695,1,0,0,1,1,0,0,0,0,0,3,2,2,3,2,0
3156,0,0,0,1,0,1,1,0,1,1,2,0,1,1,3,0
2198,0,0,0,1,0,0,0,0,0,1,3,1,2,3,2,0
774,0,0,0,0,1,0,0,0,0,0,0,3,2,1,2,1
943,0,0,0,1,1,1,1,0,0,1,0,0,0,1,3,1
822,0,0,0,1,1,1,1,0,0,1,2,2,0,1,3,1
164,1,1,0,1,1,0,0,0,0,1,0,2,2,0,0,1
3983,1,0,0,0,1,1,0,1,0,1,2,2,1,0,3,1
2538,0,0,0,1,0,0,1,0,0,1,2,1,2,0,1,1
4892,1,0,0,1,1,0,1,0,0,1,0,2,0,0,1,1
1311,0,1,1,0,1,1,0,1,0,1,2,0,0,2,0,1
4657,0,1,0,1,1,1,1,1,0,1,1,0,2,3,1,1
4280,1,0,0,1,1,1,1,1,0,1,1,2,0,1,3,1
4758,0,0,0,0,1,1,0,1,0,1,3,1,1,0,3,0
3300,0,0,0,1,0,0,0,0,0,1,3,1,0,0,3,1
3310,0,0,0,0,1,0,1,1,0,1,0,0,2,1,0,1
327,0,1,1,1,1,0,0,1,0,1,2,1,2,2,2,1
2490,0,0,0,1,1,0,0,1,0,1,2,2,0,2,0,1
4800,1,1,1,1,1,0,1,0,0,1,0,3,0,1,3,0
832,0,1,0,0,1,0,0,0,0,1,2,3,2,1,1,0
3079,1,0,0,1,1,0,0,0,1,1,2,1,2,2,2,0
3462,1,0,0,1,1,0,1,0,1,1,2,1,2,2,2,1
4498,1,1,1,1,1,0,1,0,0,1,2,2,2,2,1,0
54,1,1,0,0,1,1,1,1,0,1,2,1,2,0,1,1
4064,1,1,0,1,0,0,1,0,0,1,2,2,2,3,0,0
3451,0,0,0,1,1,0,0,0,0,1,3,2,2,1,2,1
1901,0,0,0,0,1,0,1,0,0,1,1,2,2,3,0,1
1481,0,0,0,1,1,0,1,0,0,1,2,3,2,0,3,0
3335,1,1,0,0,1,0,0,0,0,1,1,2,0,3,3,1
946,1,0,0,1,0,1,0,0,0,0,2,1,2,0,0,1
3293,0,1,0,1,1,0,1,0,0,1,0,0,2,1,2,0
2161,0,0,0,1,1,0,0,0,0,1,2,3,2,0,2,0
3057,1,0,0,1,0,0,1,0,0,1,0,1,0,3,3,0
768,0,1,0,1,0,0,1,0,0,1,0,1,2,0,0,1
4818,1,0,0,0,1,1,0,0,0,1,2,1,0,0,1,0
3495,1,1,0,1,1,0,1,0,0,1,0,2,2,1,0,1
285,1,1,0,1,1,1,1,1,0,1,1,2,2,3,3,1
5057,0,1,0,1,0,0,1,0,0,1,0,2,2,1,0,1
4558,0,0,0,1,0,0,1,0,0,1,0,2,2,3,3,0
2332,1,1,0,1,0,0,1,0,0,1,0,3,2,1,2,1
2717,0,1,0,0,1,0,1,1,0,1,0,1,2,0,0,0
2079,1,0,0,1,1,0,0,1,0,1,0,3,1,1,3,0
3389,1,0,0,1,1,0,0,1,0,1,2,1,0,2,3,1
722,0,0,0,0,1,0,0,0,0,1,0,1,0,2,2,1
951,0,0,1,1,1,0,0,0,0,1,2,3,0,1,1,1
4473,1,0,0,1,0,0,1,0,0,1,0,1,2,1,2,1
2262,0,0,0,1,1,0,0,0,0,1,3,1,2,1,2,0
989,0,0,0,1,0,0,0,1,0,1,2,2,2,1,0,0
3212,0,0,0,1,1,0,0,0,1,1,2,1,2,3,2,0
1759,1,1,1,0,1,0,0,1,0,1,0,1,2,0,1,1
4343,0,1,0,1,1,0,0,0,1,1,0,1,2,1,0,0
1724,1,0,0,1,0,0,1,0,0,1,0,1,2,3,0,0
341,0,1,0,1,0,0,1,0,0,1,2,3,2,1,0,1
3701,0,0,0,1,1,0,0,1,0,1,2,1,2,0,0,0
688,0,0,0,1,1,1,1,0,0,1,0,2,2,1,3,1
3432,0,0,0,1,1,1,1,0,1,1,2,3,0,0,3,0
966,1,0,0,1,1,0,1,1,0,1,3,2,0,2,3,1
5101,0,1,0,0,1,0,0,0,0,1,0,0,2,1,2,0
2203,0,0,0,0,1,0,1,1,0,1,2,0,0,2,1,1
2713,1,1,0,0,1,0,1,0,0,1,0,2,0,3,3,0
4516,0,0,0,1,1,1,0,1,0,1,0,2,0,3,3,0
3572,1,0,1,1,0,1,1,1,0,1,2,1,0,0,3,1
1990,0,0,0,1,1,0,1,0,0,1,0,3,2,3,0,1
4120,0,0,0,1,1,0,0,0,0,1,2,1,0,0,3,1
4203,1,0,0,1,0,1,0,0,0,1,0,0,0,1,3,0
5040,1,1,0,1,0,0,1,0,0,0,2,3,1,1,3,1
3600,0,0,0,1,1,0,0,0,0,1,2,1,2,3,2,0
4677,0,0,0,1,1,1,0,0,1,1,2,3,2,1,3,0
5099,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1
4226,0,0,0,1,1,0,0,0,1,1,2,3,2,2,2,1
385,1,0,0,1,0,0,1,0,0,1,0,2,0,3,1,1
4477,1,1,0,1,1,1,0,0,0,1,1,1,0,3,3,1
4679,0,0,0,1,1,1,1,1,0,1,2,0,2,0,3,0
536,1,0,1,1,1,1,0,0,1,1,0,2,0,3,3,1
4971,1,0,1,1,0,1,0,0,0,1,0,3,0,1,3,1
3507,0,0,0,0,1,0,1,0,1,1,0,2,0,3,0,0
201,1,0,1,0,1,1,1,1,0,1,0,1,2,0,3,0
1332,0,1,1,0,1,0,0,1,0,1,3,1,2,2,2,1
3502,1,0,0,1,1,1,0,1,0,1,2,2,0,2,0,1
2708,0,0,0,0,1,0,0,1,0,1,3,3,2,0,2,1
4021,1,1,0,0,1,0,0,1,0,1,3,1,2,2,2,1
1854,1,0,0,1,1,1,1,1,0,1,1,3,0,3,1,0
4579,1,0,0,0,1,0,0,1,0,1,2,1,2,2,0,0
2872,0,0,0,0,1,1,0,1,0,0,2,3,2,0,2,1
3030,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1
1205,0,0,0,1,1,1,0,1,0,1,2,3,2,1,1,0
1645,0,0,0,1,1,1,0,0,0,1,0,3,0,1,3,1
3417,0,0,0,1,1,0,0,0,0,1,2,3,0,0,3,0
3476,0,0,1,1,0,1,1,1,0,1,0,3,2,3,3,0
2861,0,0,0,1,1,0,1,0,0,1,2,1,1,2,3,0
1792,0,0,0,0,1,0,0,0,1,1,2,2,1,1,1,1
3797,0,1,0,1,0,0,0,0,0,1,0,2,2,1,0,0
3368,0,1,0,1,1,0,0,0,0,1,2,1,2,3,3,0
3367,1,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0
3533,1,0,0,1,1,1,0,1,0,1,0,2,1,2,3,0
4500,0,0,0,1,1,1,1,0,0,0,2,3,2,1,2,0
3449,0,0,0,0,1,0,0,1,0,1,2,3,0,0,0,1
603,1,1,1,1,1,1,0,0,0,1,2,3,2,2,1,0
3056,0,0,0,0,1,0,0,0,1,1,2,2,1,0,1,0
4467,0,0,0,1,0,0,1,0,0,1,2,2,2,0,0,0
126,0,0,0,1,0,1,0,0,0,1,2,1,2,3,2,1
3876,1,0,0,1,1,1,1,0,1,1,2,1,0,0,1,0
2935,0,1,0,1,1,0,1,0,0,1,2,3,2,3,0,0
3531,0,0,0,1,1,0,0,0,0,1,3,1,2,1,2,0
2730,0,0,0,1,0,1,1,1,0,1,2,3,2,3,2,0
827,1,0,0,1,1,1,1,0,1,1,0,0,2,0,1,1
1639,1,0,0,1,1,0,0,1,0,1,2,2,2,2,0,0
984,0,1,0,0,1,0,1,1,0,1,0,1,2,0,0,0
3281,1,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0
5090,0,0,0,0,0,0,0,1,0,1,1,2,2,3,1,0
2188,0,0,0,1,1,0,0,1,0,1,2,2,0,2,0,1
4724,1,0,0,0,0,0,0,0,0,1,3,3,2,3,2,0
2443,0,0,1,1,0,1,0,1,0,1,2,3,0,0,0,1
362,0,0,0,1,0,0,0,1,0,1,2,2,2,0,0,0
2349,1,0,1,1,1,1,0,1,0,1,0,2,1,2,3,1
345,1,0,0,1,1,0,1,0,1,1,1,2,2,3,0,1
814,0,0,0,1,0,1,0,0,0,1,1,0,1,1,3,0
3205,1,1,0,1,1,0,0,1,0,1,2,2,0,2,1,1
4263,1,1,0,1,0,1,0,0,1,1,2,1,2,3,2,0
4912,1,0,1,1,1,1,1,1,0,1,2,0,0,1,3,1
3325,1,1,1,1,1,1,1,0,0,1,0,3,0,0,3,1
4106,0,1,1,1,0,0,1,0,0,1,2,1,0,0,3,0
2116,0,0,0,1,1,1,0,0,1,1,2,2,1,2,3,1
1834,0,1,0,1,1,0,1,0,0,1,0,2,0,1,3,0
793,0,0,0,1,1,1,0,0,0,1,1,0,0,3,3,1
5065,1,1,0,1,0,1,0,1,0,1,1,2,2,3,3,1
2674,1,1,0,0,0,1,1,1,0,1,2,0,2,3,2,0
94,0,0,0,1,1,1,1,1,0,1,0,1,1,1,3,1
4225,0,0,0,0,1,0,0,1,0,0,0,0,2,2,2,1
3756,0,0,0,1,1,1,0,1,0,1,0,2,2,2,1,1
2891,1,0,0,1,1,0,1,0,0,1,2,3,0,3,0,0
2371,0,1,0,1,1,0,1,0,0,1,1,3,0,3,3,1
4252,0,0,0,0,1,0,1,0,0,1,0,1,0,2,1,1
4541,1,0,0,0,1,0,0,0,1,1,0,0,1,2,3,0
3228,1,0,0,0,0,1,1,1,0,1,0,0,0,3,3,0
2853,1,0,0,1,1,1,1,0,0,1,0,2,0,3,3,1
2912,0,0,0,1,1,0,0,0,0,1,0,1,1,0,3,0
1865,0,0,0,1,0,1,0,0,1,1,0,3,1,1,3,1
1857,0,0,0,1,1,0,1,0,0,1,1,1,0,3,1,1
2645,1,1,0,0,1,0,0,0,0,1,2,3,2,0,2,0
2243,1,1,0,1,0,0,0,0,1,1,2,2,2,3,0,0
2336,0,0,0,0,1,0,1,0,0,1,2,1,2,0,2,1
950,1,0,0,0,0,0,1,0,0,1,2,3,2,1,2,0
3068,0,0,0,1,1,0,0,0,0,1,0,1,0,2,3,1
1120,1,1,1,1,1,0,1,1,0,1,2,1,2,2,2,1
2597,1,0,0,1,1,1,0,0,0,1,2,3,1,0,3,0
2204,1,0,0,1,1,1,1,1,0,0,2,0,2,1,1,0
419,0,0,0,1,1,0,0,0,0,1,2,1,0,2,1,1
922,1,0,0,1,0,0,1,0,0,1,2,2,2,1,0,0
1254,0,0,0,1,1,1,0,0,1,1,2,0,2,2,1,1
477,0,1,0,1,1,1,1,1,0,1,0,3,2,3,3,1
2035,1,0,1,1,1,1,0,1,0,1,0,1,0,2,1,1
1202,0,0,0,1,0,0,1,0,0,1,2,1,2,0,1,1
2626,0,1,0,1,1,1,0,1,0,1,0,1,2,0,3,1
4935,0,1,1,1,1,0,0,1,0,1,2,1,2,2,2,1
1970,0,1,1,1,1,0,0,1,0,1,0,0,0,2,1,1
3110,1,1,1,1,1,1,0,1,0,1,2,0,0,0,3,1
4018,0,0,0,1,1,0,0,1,0,0,2,2,2,2,2,0
2151,0,0,0,0,1,1,0,1,0,1,2,3,2,1,0,1
3687,1,1,1,1,1,1,0,1,0,0,2,1,0,0,0,0
1997,1,0,0,1,0,0,1,1,0,1,0,2,2,0,0,1
4033,1,0,0,1,0,0,1,0,0,1,2,3,2,1,0,0
3054,1,0,0,0,1,0,0,0,0,1,2,0,1,0,3,0
1248,1,0,0,1,0,0,1,1,0,1,0,2,2,0,0,1
2192,0,0,0,1,1,0,0,0,1,0,3,0,2,2,2,0
2712,0,0,0,1,1,0,1,0,0,1,3,3,2,3,2,1
992,1,0,0,1,1,1,0,1,0,1,1,1,1,3,3,0
2190,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1
3762,1,0,0,0,1,0,1,0,0,1,3,1,0,0,2,0
3597,0,0,0,0,1,0,0,1,0,1,2,2,0,2,2,1
1318,0,0,0,1,1,1,0,1,0,1,2,2,0,0,3,1
1863,1,0,0,0,0,1,0,1,0,1,2,3,2,3,0,0
2343,1,1,0,1,1,0,0,0,0,1,0,3,0,0,1,0
2449,1,0,0,1,1,0,1,0,0,1,0,1,2,0,1,1
2136,1,1,0,1,1,0,1,0,0,1,0,1,2,3,1,1
1065,0,0,0,1,1,1,1,0,1,1,0,2,2,3,3,0
5079,0,0,0,1,1,0,1,0,0,1,0,3,0,1,2,1
4227,1,0,0,1,1,0,1,0,0,1,0,3,0,0,0,0
2621,1,1,0,1,1,1,0,1,0,1,0,1,2,0,3,1
77,1,0,0,1,1,0,0,0,0,1,0,1,2,3,2,0
2898,1,1,0,0,0,0,0,0,0,1,3,2,2,3,2,1
1314,0,0,0,1,1,0,0,1,0,1,2,3,2,2,2,0
4479,1,0,0,1,1,0,1,0,0,1,2,1,2,3,2,0
872,0,0,0,1,1,1,1,0,0,1,0,0,2,3,1,0
3850,1,0,0,1,0,1,1,0,1,1,2,3,2,3,0,0
4904,1,0,1,0,1,1,0,1,0,1,0,2,1,1,3,1
2965,1,1,1,1,1,1,1,1,0,1,0,1,0,2,1,1
3391,1,0,0,1,1,0,0,1,0,1,2,2,2,2,0,0
2560,1,1,0,0,0,1,1,0,1,1,3,1,2,1,2,0
5015,1,1,1,0,0,1,1,1,0,1,0,2,0,0,1,1
2635,0,1,1,1,1,0,0,0,0,1,2,2,0,2,1,0
3530,0,1,0,0,1,0,0,1,0,1,1,2,2,3,0,1
375,0,0,0,1,0,0,0,1,0,1,2,3,2,0,2,0
1908,1,0,0,1,0,0,0,0,0,1,2,1,0,1,1,1
4439,1,1,0,1,0,1,0,1,0,1,2,2,2,2,1,1
4486,0,0,0,1,1,1,1,1,0,1,0,0,2,1,3,0
4027,1,1,0,0,1,1,0,1,0,1,2,0,2,2,0,0
1604,1,1,0,1,0,0,1,1,0,1,0,2,2,0,2,0
1118,0,0,0,1,0,0,0,0,0,1,3,2,1,1,1,0
3677,0,1,0,0,0,0,0,0,1,1,0,1,2,3,0,0
3490,1,0,1,1,1,1,0,1,0,0,2,2,0,2,1,1
4982,1,0,0,1,0,0,0,1,0,0,2,3,2,1,2,0
2958,1,0,0,1,1,1,0,0,0,1,2,1,0,0,1,0
1994,1,1,0,0,0,0,1,0,0,1,0,3,0,3,1,0
5074,0,1,0,1,1,0,0,0,1,1,2,3,2,0,2,1
4462,1,1,1,1,1,0,0,0,1,1,2,1,2,0,2,0
2376,0,0,0,0,1,1,1,0,0,1,2,3,0,0,3,1
1342,1,0,0,1,0,1,1,1,0,1,2,1,0,2,1,0
320,1,1,1,1,0,1,0,0,0,1,0,1,0,2,3,1
1619,0,0,0,1,1,0,0,1,0,1,0,3,2,1,1,1
